Sector,Company Name,Industry,Symbol,Series,ISIN Code
nifty100,ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022
nifty100,Adani Energy Solutions Ltd.,Power,ADANIENSOL,EQ,INE931S01010
nifty100,Adani Enterprises Ltd.,Metals & Mining,ADANIENT,EQ,INE423A01024
nifty100,Adani Green Energy Ltd.,Power,ADANIGREEN,EQ,INE364U01010
nifty100,Adani Ports and Special Economic Zone Ltd.,Services,ADANIPORTS,EQ,INE742F01042
nifty100,Adani Power Ltd.,Power,ADANIPOWER,EQ,INE814H01029
nifty100,Ambuja Cements Ltd.,Construction Materials,AMBUJACEM,EQ,INE079A01024
nifty100,Apollo Hospitals Enterprise Ltd.,Healthcare,APOLLOHOSP,EQ,INE437A01024
nifty100,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,EQ,INE021A01026
nifty100,Axis Bank Ltd.,Financial Services,AXISBANK,EQ,INE238A01034
nifty100,Bajaj Auto Ltd.,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010
nifty100,Bajaj Finserv Ltd.,Financial Services,BAJAJFINSV,EQ,INE918I01026
nifty100,Bajaj Holdings & Investment Ltd.,Financial Services,BAJAJHLDNG,EQ,INE118A01012
nifty100,Bajaj Finance Ltd.,Financial Services,BAJFINANCE,EQ,INE296A01032
nifty100,Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039
nifty100,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024
nifty100,Bharti Airtel Ltd.,Telecommunication,BHARTIARTL,EQ,INE397D01024
nifty100,Bosch Ltd.,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026
nifty100,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011
nifty100,Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030
nifty100,Canara Bank,Financial Services,CANBK,EQ,INE476A01022
nifty100,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
nifty100,Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN,EQ,INE121A01024
nifty100,Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026
nifty100,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
nifty100,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020
nifty100,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024
nifty100,DLF Ltd.,Realty,DLF,EQ,INE271C01023
nifty100,Avenue Supermarts Ltd.,Consumer Services,DMART,EQ,INE192R01011
nifty100,Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY,EQ,INE089A01031
nifty100,Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021
nifty100,Siemens Energy India Ltd.,Capital Goods,ENRIN,EQ,INE1NPP01017
nifty100,Eternal Ltd.,Consumer Services,ETERNAL,EQ,INE758T01015
nifty100,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019
nifty100,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028
nifty100,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
nifty100,Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020
nifty100,HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027
nifty100,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
nifty100,HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034
nifty100,HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014
nifty100,Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
nifty100,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027
nifty100,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025
nifty100,Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027
nifty100,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021
nifty100,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029
nifty100,InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027
nifty100,Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021
nifty100,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010
nifty100,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010
nifty100,ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
nifty100,Jindal Steel Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030
nifty100,Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017
nifty100,JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038
nifty100,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01036
nifty100,Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029
nifty100,Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030
nifty100,LTM Ltd.,Information Technology,LTM,EQ,INE214T01019
nifty100,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
nifty100,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
nifty100,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
nifty100,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020
nifty100,Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035
nifty100,Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
nifty100,Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024
nifty100,NTPC Ltd.,Power,NTPC,EQ,INE733E01010
nifty100,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029
nifty100,Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011
nifty100,Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026
nifty100,Punjab National Bank,Financial Services,PNB,EQ,INE160A01022
nifty100,Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010
nifty100,REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018
nifty100,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018
nifty100,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016
nifty100,State Bank of India,Financial Services,SBIN,EQ,INE062A01020
nifty100,Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015
nifty100,Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047
nifty100,Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024
nifty100,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
nifty100,Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036
nifty100,Tata Capital Ltd.,Financial Services,TATACAP,EQ,INE976I01016
nifty100,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025
nifty100,Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021
nifty100,Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020
nifty100,Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029
nifty100,Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036
nifty100,Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028
nifty100,Tata Motors Ltd.,Capital Goods,TMCV,EQ,INE1TAE01010
nifty100,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022
nifty100,Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028
nifty100,Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020
nifty100,TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023
nifty100,UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011
nifty100,Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016
nifty100,United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024
nifty100,Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039
nifty100,Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025
nifty100,Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022
nifty100,Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027
nifty200,360 ONE WAM Ltd.,Financial Services,360ONE,EQ,INE466L01038
nifty200,ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022
nifty200,Aditya Birla Capital Ltd.,Financial Services,ABCAPITAL,EQ,INE674K01013
nifty200,Adani Energy Solutions Ltd.,Power,ADANIENSOL,EQ,INE931S01010
nifty200,Adani Enterprises Ltd.,Metals & Mining,ADANIENT,EQ,INE423A01024
nifty200,Adani Green Energy Ltd.,Power,ADANIGREEN,EQ,INE364U01010
nifty200,Adani Ports and Special Economic Zone Ltd.,Services,ADANIPORTS,EQ,INE742F01042
nifty200,Adani Power Ltd.,Power,ADANIPOWER,EQ,INE814H01029
nifty200,Alkem Laboratories Ltd.,Healthcare,ALKEM,EQ,INE540L01014
nifty200,Ambuja Cements Ltd.,Construction Materials,AMBUJACEM,EQ,INE079A01024
nifty200,APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO,EQ,INE702C01027
nifty200,Apollo Hospitals Enterprise Ltd.,Healthcare,APOLLOHOSP,EQ,INE437A01024
nifty200,Ashok Leyland Ltd.,Capital Goods,ASHOKLEY,EQ,INE208A01029
nifty200,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,EQ,INE021A01026
nifty200,Astral Ltd.,Capital Goods,ASTRAL,EQ,INE006I01046
nifty200,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,ATGL,EQ,INE399L01023
nifty200,AU Small Finance Bank Ltd.,Financial Services,AUBANK,EQ,INE949L01017
nifty200,Aurobindo Pharma Ltd.,Healthcare,AUROPHARMA,EQ,INE406A01037
nifty200,Axis Bank Ltd.,Financial Services,AXISBANK,EQ,INE238A01034
nifty200,Bajaj Auto Ltd.,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010
nifty200,Bajaj Finserv Ltd.,Financial Services,BAJAJFINSV,EQ,INE918I01026
nifty200,Bajaj Holdings & Investment Ltd.,Financial Services,BAJAJHLDNG,EQ,INE118A01012
nifty200,Bajaj Finance Ltd.,Financial Services,BAJFINANCE,EQ,INE296A01032
nifty200,Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039
nifty200,Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016
nifty200,Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01026
nifty200,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024
nifty200,Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025
nifty200,Bharti Airtel Ltd.,Telecommunication,BHARTIARTL,EQ,INE397D01024
nifty200,Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026
nifty200,Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013
nifty200,Blue Star Ltd.,Consumer Durables,BLUESTARCO,EQ,INE472A01039
nifty200,Bosch Ltd.,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026
nifty200,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011
nifty200,Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030
nifty200,BSE Ltd.,Financial Services,BSE,EQ,INE118H01025
nifty200,Canara Bank,Financial Services,CANBK,EQ,INE476A01022
nifty200,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
nifty200,Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN,EQ,INE121A01024
nifty200,Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026
nifty200,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
nifty200,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01025
nifty200,Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01025
nifty200,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022
nifty200,Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025
nifty200,Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031
nifty200,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020
nifty200,Dabur India Ltd.,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026
nifty200,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024
nifty200,Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020
nifty200,DLF Ltd.,Realty,DLF,EQ,INE271C01023
nifty200,Avenue Supermarts Ltd.,Consumer Services,DMART,EQ,INE192R01011
nifty200,Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY,EQ,INE089A01031
nifty200,Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021
nifty200,Siemens Energy India Ltd.,Capital Goods,ENRIN,EQ,INE1NPP01017
nifty200,Eternal Ltd.,Consumer Services,ETERNAL,EQ,INE758T01015
nifty200,Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020
nifty200,Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029
nifty200,Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013
nifty200,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019
nifty200,Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035
nifty200,GMR Airports Ltd.,Services,GMRAIRPORT,EQ,INE776C01039
nifty200,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028
nifty200,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028
nifty200,Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027
nifty200,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
nifty200,Billionbrains Garage Ventures Ltd.,Financial Services,GROWW,EQ,INE0HOQ01053
nifty200,GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,INE200A01026
nifty200,Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020
nifty200,Havells India Ltd.,Consumer Durables,HAVELLS,EQ,INE176B01034
nifty200,HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027
nifty200,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
nifty200,HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034
nifty200,HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014
nifty200,Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026
nifty200,Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
nifty200,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
nifty200,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027
nifty200,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025
nifty200,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017
nifty200,Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027
nifty200,ICICI Prudential Asset Management Company Ltd.,Financial Services,ICICIAMC,EQ,INE346A01027
nifty200,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021
nifty200,ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017
nifty200,Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016
nifty200,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019
nifty200,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029
nifty200,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
nifty200,InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027
nifty200,IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012
nifty200,Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017
nifty200,Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021
nifty200,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010
nifty200,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020
nifty200,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016
nifty200,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010
nifty200,ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
nifty200,Jindal Steel Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030
nifty200,Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017
nifty200,JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018
nifty200,JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038
nifty200,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020
nifty200,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
nifty200,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
nifty200,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01036
nifty200,KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
nifty200,Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028
nifty200,Lenskart Solutions Ltd.,Consumer Services,LENSKART,EQ,INE956O01016
nifty200,LG Electronics India Ltd.,Consumer Durables,LGEINDIA,EQ,INE324D01010
nifty200,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026
nifty200,Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029
nifty200,Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030
nifty200,L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015
nifty200,LTM Ltd.,Information Technology,LTM,EQ,INE214T01019
nifty200,Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037
nifty200,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
nifty200,Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024
nifty200,Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028
nifty200,Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
nifty200,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
nifty200,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
nifty200,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020
nifty200,Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01043
nifty200,Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020
nifty200,Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035
nifty200,Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
nifty200,MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018
nifty200,MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011
nifty200,Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
nifty200,National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
nifty200,Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01032
nifty200,Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024
nifty200,NHPC Ltd.,Power,NHPC,EQ,INE848E01016
nifty200,NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
nifty200,NTPC Ltd.,Power,NTPC,EQ,INE733E01010
nifty200,FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029
nifty200,Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010
nifty200,Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027
nifty200,Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014
nifty200,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029
nifty200,Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
nifty200,Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035
nifty200,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020
nifty200,Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021
nifty200,Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011
nifty200,Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039
nifty200,Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026
nifty200,PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
nifty200,Punjab National Bank,Financial Services,PNB,EQ,INE160A01022
nifty200,PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026
nifty200,Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
nifty200,Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010
nifty200,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011
nifty200,Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,INE0BS701011
nifty200,Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011
nifty200,Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028
nifty200,REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018
nifty200,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018
nifty200,Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027
nifty200,Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
nifty200,SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016
nifty200,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016
nifty200,State Bank of India,Financial Services,SBIN,EQ,INE062A01020
nifty200,Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015
nifty200,Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047
nifty200,Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024
nifty200,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
nifty200,SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
nifty200,Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036
nifty200,Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028
nifty200,Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021
nifty200,Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014
nifty200,Tata Capital Ltd.,Financial Services,TATACAP,EQ,INE976I01016
nifty200,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013
nifty200,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025
nifty200,Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
nifty200,Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01026
nifty200,Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021
nifty200,Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020
nifty200,Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029
nifty200,Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036
nifty200,Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010
nifty200,Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028
nifty200,Tata Motors Ltd.,Capital Goods,TMCV,EQ,INE1TAE01010
nifty200,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022
nifty200,Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028
nifty200,Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020
nifty200,TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023
nifty200,UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011
nifty200,Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016
nifty200,United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024
nifty200,UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
nifty200,Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039
nifty200,Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025
nifty200,Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019
nifty200,Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021
nifty200,Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017
nifty200,Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022
nifty200,Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035
nifty200,Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027
nifty500,360 ONE WAM Ltd.,Financial Services,360ONE,EQ,INE466L01038
nifty500,3M India Ltd.,Diversified,3MINDIA,EQ,INE470A01017
nifty500,Aadhar Housing Finance Ltd.,Financial Services,AADHARHFC,EQ,INE883F01010
nifty500,Aarti Industries Ltd.,Chemicals,AARTIIND,EQ,INE769A01020
nifty500,Aavas Financiers Ltd.,Financial Services,AAVAS,EQ,INE216P01012
nifty500,ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022
nifty500,Abbott India Ltd.,Healthcare,ABBOTINDIA,EQ,INE358A01014
nifty500,Aditya Birla Capital Ltd.,Financial Services,ABCAPITAL,EQ,INE674K01013
nifty500,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,ABDL,EQ,INE552Z01027
nifty500,Aditya Birla Fashion and Retail Ltd.,Consumer Services,ABFRL,EQ,INE647O01011
nifty500,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,ABLBL,EQ,INE14LE01019
nifty500,Aditya Birla Real Estate Ltd.,Realty,ABREL,EQ,INE055A01016
nifty500,Aditya Birla Sun Life AMC Ltd.,Financial Services,ABSLAMC,EQ,INE404A01024
