Sector,Company Name,Industry,Symbol,Series,ISIN Code,NSE Symbol,Last Fetch,Live NIFTY LTP,Daily,Weekly,1M,3M,6M,YTD,Nifty Index 3M % Change,Stock Relative Strength vs Nifty,RS History,10D RS Change,Highest RS,Lowest RS,Average RS,RS Momentum Score,Consistency,RS Data Days,Volume History,Today Volume,10D Average Volume,Volume Ratio,Volume Change %,Upstox Instrument Key,Data Date,LTP,Return Calculation Price,Previous Close,LTP Change %,LTP Volume,LTP Last Traded Qty,LTP Fetch Time,Status
niftycapitalgoods,Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,,2026-09-26T16:20:44+05:30,23140.5,0.916237,-0.942794,-4.105862,8.50522,29.739317,,-3.364827,11.870047,"[{'date': '2026-09-15', 'rs': 7.288642, 'volume': 347469}, {'date': '2026-09-16', 'rs': 4.049803, 'volume': 132688}, {'date': '2026-09-17', 'rs': 4.174976, 'volume': 373967}, {'date': '2026-09-18', 'rs': 6.880561, 'volume': 666502}, {'date': '2026-09-21', 'rs': 6.020568, 'volume': 196942}, {'date': '2026-09-22', 'rs': 6.747292, 'volume': 257553}, {'date': '2026-09-23', 'rs': 11.504379, 'volume': 133100}, {'date': '2026-09-24', 'rs': 10.023425, 'volume': 199507}, {'date': '2026-09-25', 'rs': 11.870047, 'volume': 80353}, {'date': '2026-09-26', 'rs': 10.73631, 'volume': 80353, 'source': 'LIVE LTP'}]",3.447668,11.870047,4.049803,7.9296,3.118566,5.0,10.0,"[{'date': '2026-09-15', 'rs': 7.288642, 'volume': 347469}, {'date': '2026-09-16', 'rs': 4.049803, 'volume': 132688}, {'date': '2026-09-17', 'rs': 4.174976, 'volume': 373967}, {'date': '2026-09-18', 'rs': 6.880561, 'volume': 666502}, {'date': '2026-09-21', 'rs': 6.020568, 'volume': 196942}, {'date': '2026-09-22', 'rs': 6.747292, 'volume': 257553}, {'date': '2026-09-23', 'rs': 11.504379, 'volume': 133100}, {'date': '2026-09-24', 'rs': 10.023425, 'volume': 199507}, {'date': '2026-09-25', 'rs': 11.870047, 'volume': 80353}, {'date': '2026-09-26', 'rs': 10.73631, 'volume': 80353, 'source': 'LIVE LTP'}]",80353.0,265342.333333,0.302828,-69.717233,NSE_EQ|INE003A01024,2026-09-25,3877.0,LIVE LTP,3841.8,0.916237,80353.0,2.0,2026-09-26T16:20:44+05:30,OK
niftysmallcap250,Canara HSBC Life Insurance Company Ltd.,Financial Services,CANHLIFE,EQ,INE01TY01017,,2026-09-26T16:20:44+05:30,23140.5,-0.402614,-1.751416,-1.936574,8.483106,7.006098,,-3.364827,11.847933,"[{'date': '2026-09-15', 'rs': 12.541102, 'volume': 591395}, {'date': '2026-09-16', 'rs': 14.995153, 'volume': 545308}, {'date': '2026-09-17', 'rs': 13.314585, 'volume': 363145}, {'date': '2026-09-18', 'rs': 11.412701, 'volume': 807851}, {'date': '2026-09-21', 'rs': 9.552879, 'volume': 830360}, {'date': '2026-09-22', 'rs': 12.231817, 'volume': 425119}, {'date': '2026-09-23', 'rs': 14.000587, 'volume': 262543}, {'date': '2026-09-24', 'rs': 16.498587, 'volume': 4556970}, {'date': '2026-09-25', 'rs': 11.704152, 'volume': 620247}, {'date': '2026-09-26', 'rs': 10.932482, 'volume': 620247, 'source': 'LIVE LTP'}]",-1.60862,16.498587,9.552879,12.718405,-1.984358,4.0,10.0,"[{'date': '2026-09-15', 'rs': 12.541102, 'volume': 591395}, {'date': '2026-09-16', 'rs': 14.995153, 'volume': 545308}, {'date': '2026-09-17', 'rs': 13.314585, 'volume': 363145}, {'date': '2026-09-18', 'rs': 11.412701, 'volume': 807851}, {'date': '2026-09-21', 'rs': 9.552879, 'volume': 830360}, {'date': '2026-09-22', 'rs': 12.231817, 'volume': 425119}, {'date': '2026-09-23', 'rs': 14.000587, 'volume': 262543}, {'date': '2026-09-24', 'rs': 16.498587, 'volume': 4556970}, {'date': '2026-09-25', 'rs': 11.704152, 'volume': 620247}, {'date': '2026-09-26', 'rs': 10.932482, 'volume': 620247, 'source': 'LIVE LTP'}]",620247.0,1000326.444444,0.620045,-37.995541,NSE_EQ|INE01TY01017,2026-09-25,150.9,LIVE LTP,151.51,-0.402614,620247.0,8.0,2026-09-26T16:20:44+05:30,OK
nifty500,Canara HSBC Life Insurance Company Ltd.,Financial Services,CANHLIFE,EQ,INE01TY01017,,2026-09-26T16:20:44+05:30,23140.5,-0.402614,-1.751416,-1.936574,8.483106,7.006098,,-3.364827,11.847933,"[{'date': '2026-09-15', 'rs': 12.541102, 'volume': 591395}, {'date': '2026-09-16', 'rs': 14.995153, 'volume': 545308}, {'date': '2026-09-17', 'rs': 13.314585, 'volume': 363145}, {'date': '2026-09-18', 'rs': 11.412701, 'volume': 807851}, {'date': '2026-09-21', 'rs': 9.552879, 'volume': 830360}, {'date': '2026-09-22', 'rs': 12.231817, 'volume': 425119}, {'date': '2026-09-23', 'rs': 14.000587, 'volume': 262543}, {'date': '2026-09-24', 'rs': 16.498587, 'volume': 4556970}, {'date': '2026-09-25', 'rs': 11.704152, 'volume': 620247}, {'date': '2026-09-26', 'rs': 10.932482, 'volume': 620247, 'source': 'LIVE LTP'}]",-1.60862,16.498587,9.552879,12.718405,-1.984358,4.0,10.0,"[{'date': '2026-09-15', 'rs': 12.541102, 'volume': 591395}, {'date': '2026-09-16', 'rs': 14.995153, 'volume': 545308}, {'date': '2026-09-17', 'rs': 13.314585, 'volume': 363145}, {'date': '2026-09-18', 'rs': 11.412701, 'volume': 807851}, {'date': '2026-09-21', 'rs': 9.552879, 'volume': 830360}, {'date': '2026-09-22', 'rs': 12.231817, 'volume': 425119}, {'date': '2026-09-23', 'rs': 14.000587, 'volume': 262543}, {'date': '2026-09-24', 'rs': 16.498587, 'volume': 4556970}, {'date': '2026-09-25', 'rs': 11.704152, 'volume': 620247}, {'date': '2026-09-26', 'rs': 10.932482, 'volume': 620247, 'source': 'LIVE LTP'}]",620247.0,1000326.444444,0.620045,-37.995541,NSE_EQ|INE01TY01017,2026-09-25,150.9,LIVE LTP,151.51,-0.402614,620247.0,8.0,2026-09-26T16:20:44+05:30,OK
niftyinsurance,Canara HSBC Life Insurance Company Ltd.,Financial Services,CANHLIFE,EQ,INE01TY01017,,2026-09-26T16:20:44+05:30,23140.5,-0.402614,-1.751416,-1.936574,8.483106,7.006098,,-3.364827,11.847933,"[{'date': '2026-09-15', 'rs': 12.541102, 'volume': 591395}, {'date': '2026-09-16', 'rs': 14.995153, 'volume': 545308}, {'date': '2026-09-17', 'rs': 13.314585, 'volume': 363145}, {'date': '2026-09-18', 'rs': 11.412701, 'volume': 807851}, {'date': '2026-09-21', 'rs': 9.552879, 'volume': 830360}, {'date': '2026-09-22', 'rs': 12.231817, 'volume': 425119}, {'date': '2026-09-23', 'rs': 14.000587, 'volume': 262543}, {'date': '2026-09-24', 'rs': 16.498587, 'volume': 4556970}, {'date': '2026-09-25', 'rs': 11.704152, 'volume': 620247}, {'date': '2026-09-26', 'rs': 10.932482, 'volume': 620247, 'source': 'LIVE LTP'}]",-1.60862,16.498587,9.552879,12.718405,-1.984358,4.0,10.0,"[{'date': '2026-09-15', 'rs': 12.541102, 'volume': 591395}, {'date': '2026-09-16', 'rs': 14.995153, 'volume': 545308}, {'date': '2026-09-17', 'rs': 13.314585, 'volume': 363145}, {'date': '2026-09-18', 'rs': 11.412701, 'volume': 807851}, {'date': '2026-09-21', 'rs': 9.552879, 'volume': 830360}, {'date': '2026-09-22', 'rs': 12.231817, 'volume': 425119}, {'date': '2026-09-23', 'rs': 14.000587, 'volume': 262543}, {'date': '2026-09-24', 'rs': 16.498587, 'volume': 4556970}, {'date': '2026-09-25', 'rs': 11.704152, 'volume': 620247}, {'date': '2026-09-26', 'rs': 10.932482, 'volume': 620247, 'source': 'LIVE LTP'}]",620247.0,1000326.444444,0.620045,-37.995541,NSE_EQ|INE01TY01017,2026-09-25,150.9,LIVE LTP,151.51,-0.402614,620247.0,8.0,2026-09-26T16:20:44+05:30,OK
niftymicrocap250,Shaily Engineering Plastics Ltd.,Consumer Durables,SHAILY,EQ,INE151G01028,,2026-09-26T16:20:44+05:30,23140.5,0.970406,-0.23811,-2.964518,8.471124,42.21126,,-3.364827,11.835952,"[{'date': '2026-09-15', 'rs': 12.56857, 'volume': 108535}, {'date': '2026-09-16', 'rs': 11.026264, 'volume': 129716}, {'date': '2026-09-17', 'rs': 17.45503, 'volume': 78725}, {'date': '2026-09-18', 'rs': 15.116796, 'volume': 156212}, {'date': '2026-09-21', 'rs': 20.952259, 'volume': 838692}, {'date': '2026-09-22', 'rs': 15.148621, 'volume': 152551}, {'date': '2026-09-23', 'rs': 16.541645, 'volume': 181675}, {'date': '2026-09-24', 'rs': 13.335439, 'volume': 101352}, {'date': '2026-09-25', 'rs': 11.835952, 'volume': 76625}, {'date': '2026-09-26', 'rs': 11.562445, 'volume': 76625, 'source': 'LIVE LTP'}]",-1.006125,20.952259,11.026264,14.554302,-3.324286,3.0,10.0,"[{'date': '2026-09-15', 'rs': 12.56857, 'volume': 108535}, {'date': '2026-09-16', 'rs': 11.026264, 'volume': 129716}, {'date': '2026-09-17', 'rs': 17.45503, 'volume': 78725}, {'date': '2026-09-18', 'rs': 15.116796, 'volume': 156212}, {'date': '2026-09-21', 'rs': 20.952259, 'volume': 838692}, {'date': '2026-09-22', 'rs': 15.148621, 'volume': 152551}, {'date': '2026-09-23', 'rs': 16.541645, 'volume': 181675}, {'date': '2026-09-24', 'rs': 13.335439, 'volume': 101352}, {'date': '2026-09-25', 'rs': 11.835952, 'volume': 76625}, {'date': '2026-09-26', 'rs': 11.562445, 'volume': 76625, 'source': 'LIVE LTP'}]",76625.0,202675.888889,0.378067,-62.193332,NSE_EQ|INE151G01028,2026-09-25,3142.3,LIVE LTP,3112.1,0.970406,76625.0,1.0,2026-09-26T16:20:44+05:30,OK
niftysmallcap250,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,ABDL,EQ,INE552Z01027,,2026-09-26T16:20:44+05:30,23140.5,0.407218,10.41538,16.514584,8.423048,86.138227,,-3.364827,11.787875,"[{'date': '2026-09-15', 'rs': 3.9227, 'volume': 522432}, {'date': '2026-09-16', 'rs': 6.349156, 'volume': 1453879}, {'date': '2026-09-17', 'rs': 6.921139, 'volume': 560511}, {'date': '2026-09-18', 'rs': 5.3665, 'volume': 437696}, {'date': '2026-09-21', 'rs': 6.775847, 'volume': 423120}, {'date': '2026-09-22', 'rs': 6.485528, 'volume': 798258}, {'date': '2026-09-23', 'rs': 6.740876, 'volume': 2319309}, {'date': '2026-09-24', 'rs': 18.565826, 'volume': 6590774}, {'date': '2026-09-25', 'rs': 11.787875, 'volume': 4070753}, {'date': '2026-09-26', 'rs': 10.098314, 'volume': 4070753, 'source': 'LIVE LTP'}]",6.175614,18.565826,3.9227,8.301376,1.996598,5.0,10.0,"[{'date': '2026-09-15', 'rs': 3.9227, 'volume': 522432}, {'date': '2026-09-16', 'rs': 6.349156, 'volume': 1453879}, {'date': '2026-09-17', 'rs': 6.921139, 'volume': 560511}, {'date': '2026-09-18', 'rs': 5.3665, 'volume': 437696}, {'date': '2026-09-21', 'rs': 6.775847, 'volume': 423120}, {'date': '2026-09-22', 'rs': 6.485528, 'volume': 798258}, {'date': '2026-09-23', 'rs': 6.740876, 'volume': 2319309}, {'date': '2026-09-24', 'rs': 18.565826, 'volume': 6590774}, {'date': '2026-09-25', 'rs': 11.787875, 'volume': 4070753}, {'date': '2026-09-26', 'rs': 10.098314, 'volume': 4070753, 'source': 'LIVE LTP'}]",4070753.0,1908525.777778,2.132931,113.293058,NSE_EQ|INE552Z01027,2026-09-25,715.05,LIVE LTP,712.15,0.407218,4070753.0,3.0,2026-09-26T16:20:44+05:30,OK
nifty500,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,ABDL,EQ,INE552Z01027,,2026-09-26T16:20:44+05:30,23140.5,0.407218,10.41538,16.514584,8.423048,86.138227,,-3.364827,11.787875,"[{'date': '2026-09-15', 'rs': 3.9227, 'volume': 522432}, {'date': '2026-09-16', 'rs': 6.349156, 'volume': 1453879}, {'date': '2026-09-17', 'rs': 6.921139, 'volume': 560511}, {'date': '2026-09-18', 'rs': 5.3665, 'volume': 437696}, {'date': '2026-09-21', 'rs': 6.775847, 'volume': 423120}, {'date': '2026-09-22', 'rs': 6.485528, 'volume': 798258}, {'date': '2026-09-23', 'rs': 6.740876, 'volume': 2319309}, {'date': '2026-09-24', 'rs': 18.565826, 'volume': 6590774}, {'date': '2026-09-25', 'rs': 11.787875, 'volume': 4070753}, {'date': '2026-09-26', 'rs': 10.098314, 'volume': 4070753, 'source': 'LIVE LTP'}]",6.175614,18.565826,3.9227,8.301376,1.996598,5.0,10.0,"[{'date': '2026-09-15', 'rs': 3.9227, 'volume': 522432}, {'date': '2026-09-16', 'rs': 6.349156, 'volume': 1453879}, {'date': '2026-09-17', 'rs': 6.921139, 'volume': 560511}, {'date': '2026-09-18', 'rs': 5.3665, 'volume': 437696}, {'date': '2026-09-21', 'rs': 6.775847, 'volume': 423120}, {'date': '2026-09-22', 'rs': 6.485528, 'volume': 798258}, {'date': '2026-09-23', 'rs': 6.740876, 'volume': 2319309}, {'date': '2026-09-24', 'rs': 18.565826, 'volume': 6590774}, {'date': '2026-09-25', 'rs': 11.787875, 'volume': 4070753}, {'date': '2026-09-26', 'rs': 10.098314, 'volume': 4070753, 'source': 'LIVE LTP'}]",4070753.0,1908525.777778,2.132931,113.293058,NSE_EQ|INE552Z01027,2026-09-25,715.05,LIVE LTP,712.15,0.407218,4070753.0,3.0,2026-09-26T16:20:44+05:30,OK
niftymicrocap250,Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027,,2026-09-26T16:20:44+05:30,23140.5,-1.625239,-2.826064,5.174894,8.096646,28.239095,,-3.364827,11.461474,"[{'date': '2026-09-15', 'rs': 7.1961, 'volume': 55253}, {'date': '2026-09-16', 'rs': 7.170426, 'volume': 33844}, {'date': '2026-09-17', 'rs': 6.630158, 'volume': 39882}, {'date': '2026-09-18', 'rs': 5.959483, 'volume': 64084}, {'date': '2026-09-21', 'rs': 3.754381, 'volume': 38783}, {'date': '2026-09-22', 'rs': 3.585227, 'volume': 27421}, {'date': '2026-09-23', 'rs': 4.107169, 'volume': 28051}, {'date': '2026-09-24', 'rs': 10.817793, 'volume': 25738}, {'date': '2026-09-25', 'rs': 11.461474, 'volume': 25715}, {'date': '2026-09-26', 'rs': 13.728117, 'volume': 25715, 'source': 'LIVE LTP'}]",6.532017,13.728117,3.585227,7.441033,6.985649,4.0,10.0,"[{'date': '2026-09-15', 'rs': 7.1961, 'volume': 55253}, {'date': '2026-09-16', 'rs': 7.170426, 'volume': 33844}, {'date': '2026-09-17', 'rs': 6.630158, 'volume': 39882}, {'date': '2026-09-18', 'rs': 5.959483, 'volume': 64084}, {'date': '2026-09-21', 'rs': 3.754381, 'volume': 38783}, {'date': '2026-09-22', 'rs': 3.585227, 'volume': 27421}, {'date': '2026-09-23', 'rs': 4.107169, 'volume': 28051}, {'date': '2026-09-24', 'rs': 10.817793, 'volume': 25738}, {'date': '2026-09-25', 'rs': 11.461474, 'volume': 25715}, {'date': '2026-09-26', 'rs': 13.728117, 'volume': 25715, 'source': 'LIVE LTP'}]",25715.0,37641.222222,0.683161,-31.68394,NSE_EQ|INE703B01027,2026-09-25,2778.3,LIVE LTP,2824.2,-1.625239,25715.0,10.0,2026-09-26T16:20:44+05:30,OK
niftymicrocap250,Thyrocare Technologies Ltd.,Healthcare,THYROCARE,EQ,INE594H01019,,2026-09-26T16:20:44+05:30,23140.5,0.017644,1.988125,-6.336748,8.094966,51.848379,,-3.364827,11.459793,"[{'date': '2026-09-15', 'rs': 5.662291, 'volume': 194375}, {'date': '2026-09-16', 'rs': 5.066256, 'volume': 263200}, {'date': '2026-09-17', 'rs': 8.363249, 'volume': 145357}, {'date': '2026-09-18', 'rs': 5.597602, 'volume': 244576}, {'date': '2026-09-21', 'rs': 7.748621, 'volume': 350735}, {'date': '2026-09-22', 'rs': 5.498635, 'volume': 397695}, {'date': '2026-09-23', 'rs': 5.622629, 'volume': 146553}, {'date': '2026-09-24', 'rs': 13.707886, 'volume': 87557}, {'date': '2026-09-25', 'rs': 11.459793, 'volume': 129345}, {'date': '2026-09-26', 'rs': 6.233849, 'volume': 129345, 'source': 'LIVE LTP'}]",0.571558,13.707886,5.066256,7.496081,-1.40248,4.0,10.0,"[{'date': '2026-09-15', 'rs': 5.662291, 'volume': 194375}, {'date': '2026-09-16', 'rs': 5.066256, 'volume': 263200}, {'date': '2026-09-17', 'rs': 8.363249, 'volume': 145357}, {'date': '2026-09-18', 'rs': 5.597602, 'volume': 244576}, {'date': '2026-09-21', 'rs': 7.748621, 'volume': 350735}, {'date': '2026-09-22', 'rs': 5.498635, 'volume': 397695}, {'date': '2026-09-23', 'rs': 5.622629, 'volume': 146553}, {'date': '2026-09-24', 'rs': 13.707886, 'volume': 87557}, {'date': '2026-09-25', 'rs': 11.459793, 'volume': 129345}, {'date': '2026-09-26', 'rs': 6.233849, 'volume': 129345, 'source': 'LIVE LTP'}]",129345.0,217710.333333,0.594115,-40.588488,NSE_EQ|INE594H01019,2026-09-25,566.85,LIVE LTP,566.75,0.017644,129345.0,2.0,2026-09-26T16:20:44+05:30,OK
niftyindiadigital,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023,,2026-09-26T16:20:44+05:30,23140.5,0.135931,-1.712253,-12.345067,8.075066,2.671312,,-3.364827,11.439893,"[{'date': '2026-09-15', 'rs': 4.349336, 'volume': 177627}, {'date': '2026-09-16', 'rs': 2.86239, 'volume': 93593}, {'date': '2026-09-17', 'rs': 3.617739, 'volume': 70478}, {'date': '2026-09-18', 'rs': 3.90644, 'volume': 120929}, {'date': '2026-09-21', 'rs': 3.98556, 'volume': 103519}, {'date': '2026-09-22', 'rs': 7.848482, 'volume': 1688962}, {'date': '2026-09-23', 'rs': 7.66354, 'volume': 184879}, {'date': '2026-09-24', 'rs': 9.14143, 'volume': 114146}, {'date': '2026-09-25', 'rs': 11.183154, 'volume': 76763}, {'date': '2026-09-26', 'rs': 12.20837, 'volume': 76763, 'source': 'LIVE LTP'}]",7.859034,12.20837,2.86239,6.676644,6.146362,7.0,10.0,"[{'date': '2026-09-15', 'rs': 4.349336, 'volume': 177627}, {'date': '2026-09-16', 'rs': 2.86239, 'volume': 93593}, {'date': '2026-09-17', 'rs': 3.617739, 'volume': 70478}, {'date': '2026-09-18', 'rs': 3.90644, 'volume': 120929}, {'date': '2026-09-21', 'rs': 3.98556, 'volume': 103519}, {'date': '2026-09-22', 'rs': 7.848482, 'volume': 1688962}, {'date': '2026-09-23', 'rs': 7.66354, 'volume': 184879}, {'date': '2026-09-24', 'rs': 9.14143, 'volume': 114146}, {'date': '2026-09-25', 'rs': 11.183154, 'volume': 76763}, {'date': '2026-09-26', 'rs': 12.20837, 'volume': 76763, 'source': 'LIVE LTP'}]",76763.0,292321.777778,0.262598,-73.740239,NSE_EQ|INE0BV301023,2026-09-25,884.0,LIVE LTP,882.8,0.135931,76763.0,1.0,2026-09-26T16:20:44+05:30,OK
niftysmallcap250,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023,,2026-09-26T16:20:44+05:30,23140.5,0.135931,-1.712253,-12.345067,8.075066,2.671312,,-3.364827,11.439893,"[{'date': '2026-09-15', 'rs': 4.349336, 'volume': 177627}, {'date': '2026-09-16', 'rs': 2.86239, 'volume': 93593}, {'date': '2026-09-17', 'rs': 3.617739, 'volume': 70478}, {'date': '2026-09-18', 'rs': 3.90644, 'volume': 120929}, {'date': '2026-09-21', 'rs': 3.98556, 'volume': 103519}, {'date': '2026-09-22', 'rs': 7.848482, 'volume': 1688962}, {'date': '2026-09-23', 'rs': 7.66354, 'volume': 184879}, {'date': '2026-09-24', 'rs': 9.14143, 'volume': 114146}, {'date': '2026-09-25', 'rs': 11.183154, 'volume': 76763}, {'date': '2026-09-26', 'rs': 12.20837, 'volume': 76763, 'source': 'LIVE LTP'}]",7.859034,12.20837,2.86239,6.676644,6.146362,7.0,10.0,"[{'date': '2026-09-15', 'rs': 4.349336, 'volume': 177627}, {'date': '2026-09-16', 'rs': 2.86239, 'volume': 93593}, {'date': '2026-09-17', 'rs': 3.617739, 'volume': 70478}, {'date': '2026-09-18', 'rs': 3.90644, 'volume': 120929}, {'date': '2026-09-21', 'rs': 3.98556, 'volume': 103519}, {'date': '2026-09-22', 'rs': 7.848482, 'volume': 1688962}, {'date': '2026-09-23', 'rs': 7.66354, 'volume': 184879}, {'date': '2026-09-24', 'rs': 9.14143, 'volume': 114146}, {'date': '2026-09-25', 'rs': 11.183154, 'volume': 76763}, {'date': '2026-09-26', 'rs': 12.20837, 'volume': 76763, 'source': 'LIVE LTP'}]",76763.0,292321.777778,0.262598,-73.740239,NSE_EQ|INE0BV301023,2026-09-25,884.0,LIVE LTP,882.8,0.135931,76763.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty500,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023,,2026-09-26T16:20:44+05:30,23140.5,0.135931,-1.712253,-12.345067,8.075066,2.671312,,-3.364827,11.439893,"[{'date': '2026-09-15', 'rs': 4.349336, 'volume': 177627}, {'date': '2026-09-16', 'rs': 2.86239, 'volume': 93593}, {'date': '2026-09-17', 'rs': 3.617739, 'volume': 70478}, {'date': '2026-09-18', 'rs': 3.90644, 'volume': 120929}, {'date': '2026-09-21', 'rs': 3.98556, 'volume': 103519}, {'date': '2026-09-22', 'rs': 7.848482, 'volume': 1688962}, {'date': '2026-09-23', 'rs': 7.66354, 'volume': 184879}, {'date': '2026-09-24', 'rs': 9.14143, 'volume': 114146}, {'date': '2026-09-25', 'rs': 11.183154, 'volume': 76763}, {'date': '2026-09-26', 'rs': 12.20837, 'volume': 76763, 'source': 'LIVE LTP'}]",7.859034,12.20837,2.86239,6.676644,6.146362,7.0,10.0,"[{'date': '2026-09-15', 'rs': 4.349336, 'volume': 177627}, {'date': '2026-09-16', 'rs': 2.86239, 'volume': 93593}, {'date': '2026-09-17', 'rs': 3.617739, 'volume': 70478}, {'date': '2026-09-18', 'rs': 3.90644, 'volume': 120929}, {'date': '2026-09-21', 'rs': 3.98556, 'volume': 103519}, {'date': '2026-09-22', 'rs': 7.848482, 'volume': 1688962}, {'date': '2026-09-23', 'rs': 7.66354, 'volume': 184879}, {'date': '2026-09-24', 'rs': 9.14143, 'volume': 114146}, {'date': '2026-09-25', 'rs': 11.183154, 'volume': 76763}, {'date': '2026-09-26', 'rs': 12.20837, 'volume': 76763, 'source': 'LIVE LTP'}]",76763.0,292321.777778,0.262598,-73.740239,NSE_EQ|INE0BV301023,2026-09-25,884.0,LIVE LTP,882.8,0.135931,76763.0,1.0,2026-09-26T16:20:44+05:30,OK
niftynbfc,Authum Investment & Infrastructure Ltd.,Financial Services,AIIL,EQ,INE206F01022,,2026-09-26T16:20:44+05:30,23140.5,1.450326,0.107335,-0.356125,8.020461,16.462019,,-3.364827,11.385289,"[{'date': '2026-09-15', 'rs': -0.322849, 'volume': 279515}, {'date': '2026-09-16', 'rs': -0.003987, 'volume': 188360}, {'date': '2026-09-17', 'rs': -0.701656, 'volume': 130987}, {'date': '2026-09-18', 'rs': 5.571546, 'volume': 762508}, {'date': '2026-09-21', 'rs': 4.575256, 'volume': 155515}, {'date': '2026-09-22', 'rs': 3.496785, 'volume': 88597}, {'date': '2026-09-23', 'rs': 7.523655, 'volume': 139672}, {'date': '2026-09-24', 'rs': 10.613939, 'volume': 147739}, {'date': '2026-09-25', 'rs': 11.385289, 'volume': 338399}, {'date': '2026-09-26', 'rs': 9.761483, 'volume': 338399, 'source': 'LIVE LTP'}]",10.084332,11.385289,-0.701656,5.189946,5.079485,5.0,10.0,"[{'date': '2026-09-15', 'rs': -0.322849, 'volume': 279515}, {'date': '2026-09-16', 'rs': -0.003987, 'volume': 188360}, {'date': '2026-09-17', 'rs': -0.701656, 'volume': 130987}, {'date': '2026-09-18', 'rs': 5.571546, 'volume': 762508}, {'date': '2026-09-21', 'rs': 4.575256, 'volume': 155515}, {'date': '2026-09-22', 'rs': 3.496785, 'volume': 88597}, {'date': '2026-09-23', 'rs': 7.523655, 'volume': 139672}, {'date': '2026-09-24', 'rs': 10.613939, 'volume': 147739}, {'date': '2026-09-25', 'rs': 11.385289, 'volume': 338399}, {'date': '2026-09-26', 'rs': 9.761483, 'volume': 338399, 'source': 'LIVE LTP'}]",338399.0,247921.333333,1.364945,36.494506,NSE_EQ|INE206F01022,2026-09-25,559.6,LIVE LTP,551.6,1.450326,338399.0,30.0,2026-09-26T16:20:44+05:30,OK
nifty500,Authum Investment & Infrastructure Ltd.,Financial Services,AIIL,EQ,INE206F01022,,2026-09-26T16:20:44+05:30,23140.5,1.450326,0.107335,-0.356125,8.020461,16.462019,,-3.364827,11.385289,"[{'date': '2026-09-15', 'rs': -0.322849, 'volume': 279515}, {'date': '2026-09-16', 'rs': -0.003987, 'volume': 188360}, {'date': '2026-09-17', 'rs': -0.701656, 'volume': 130987}, {'date': '2026-09-18', 'rs': 5.571546, 'volume': 762508}, {'date': '2026-09-21', 'rs': 4.575256, 'volume': 155515}, {'date': '2026-09-22', 'rs': 3.496785, 'volume': 88597}, {'date': '2026-09-23', 'rs': 7.523655, 'volume': 139672}, {'date': '2026-09-24', 'rs': 10.613939, 'volume': 147739}, {'date': '2026-09-25', 'rs': 11.385289, 'volume': 338399}, {'date': '2026-09-26', 'rs': 9.761483, 'volume': 338399, 'source': 'LIVE LTP'}]",10.084332,11.385289,-0.701656,5.189946,5.079485,5.0,10.0,"[{'date': '2026-09-15', 'rs': -0.322849, 'volume': 279515}, {'date': '2026-09-16', 'rs': -0.003987, 'volume': 188360}, {'date': '2026-09-17', 'rs': -0.701656, 'volume': 130987}, {'date': '2026-09-18', 'rs': 5.571546, 'volume': 762508}, {'date': '2026-09-21', 'rs': 4.575256, 'volume': 155515}, {'date': '2026-09-22', 'rs': 3.496785, 'volume': 88597}, {'date': '2026-09-23', 'rs': 7.523655, 'volume': 139672}, {'date': '2026-09-24', 'rs': 10.613939, 'volume': 147739}, {'date': '2026-09-25', 'rs': 11.385289, 'volume': 338399}, {'date': '2026-09-26', 'rs': 9.761483, 'volume': 338399, 'source': 'LIVE LTP'}]",338399.0,247921.333333,1.364945,36.494506,NSE_EQ|INE206F01022,2026-09-25,559.6,LIVE LTP,551.6,1.450326,338399.0,30.0,2026-09-26T16:20:44+05:30,OK
